K_s,psi,theta_d,K_ex,f_sat,S_max,tau_drain,t_lag_hr,uh_stretch,n,V_soil,alpha_soil,Q_threshold,gamma,lambda_sat,baseflow_Q,success,NSE_Q,NSE_C,C_trough,Q_peak,variant
1.5510031287158303e-07,0.1290075945599601,0.22274747440283027,2.1106095097779998e-07,0.22333053029197109,0.04374057104599531,51241.85842412553,1.7062343770779456,5.537364616715406,0.04161478911372277,1.3700276531307711,0.6517096980457233,0.3251643192011898,4.191482135392489,0.2168143453134048,0.1358816785671244,True,0.737291734643104,-0.49800839866505897,3.8598081110188405,2.2457212698473468,3-layer
3.4983614664776226e-07,0.21693024578786016,0.27800651874126986,0.0001240331359150611,0.26644610839297445,0.03538237596973194,42903.47662276467,0.7005081142201063,6.022207619026536,0.05803013026408642,0.15872370396042676,0.8801569397439513,0.7394640227933889,4.556886122823225,0.849154856576849,0.3316007520314579,True,0.6373260186476215,-11.701321797607223,5.415192525116306,2.5353979905118234,3-layer
3.815669778963557e-07,0.21308148818506786,0.1567586690257345,7.953708693691835e-05,0.25203012512471473,0.0728410476587959,9427.892874683992,0.6789385217619635,7.83000349037086,0.03727020420172448,0.061113474686737966,0.7026325851409716,0.7537541118595686,2.349476221041159,0.1739682131302038,0.24546651000578293,True,0.4231751597261565,-18.406805694279065,5.400958518170398,3.403313616746366,3-layer
5.995110723648393e-07,0.1437344208482715,0.11240178644578705,1.3729335624194848e-06,0.21892805751962124,0.03541171787900375,10537.471634829886,1.0617411089157427,2.0267452981869885,0.03916681660895177,0.14330255757789925,0.6634686421678367,0.7569477372195041,3.640394912693606,0.19040804918076315,0.33049674206515833,True,0.5862320805872379,-8.192650735369362,5.378872215617582,2.9644550352509063,3-layer
2.2614491846199505e-07,0.18428693654324543,0.09098016303047998,4.4626117874670037e-07,0.16599807335298486,0.03202007602791098,29144.284973919563,1.980986671454096,6.752322185062496,0.05171676380091385,0.41068725983981264,0.6328858553740755,0.31797600088345346,2.372285720529395,0.3961653255275457,0.051159576396845055,True,0.589163418023559,-0.41256790867366444,4.476640478454273,2.1854920459394824,3-layer
2.1392039353633133e-07,0.10185681282783046,0.2519295797036621,0.0002782011243126717,0.15565407676033555,0.060182447317083346,18672.31669954161,1.7799998479987145,2.877287579259965,0.0553804846402853,0.10178037176183151,0.9899371603351124,0.2753648655682044,4.579060759419791,0.572276501937898,0.2488500350898705,True,0.5961669110255794,-35.562026184335274,5.379463618246833,3.313542857710562,3-layer
1.4225151897701507e-07,0.15540186190548538,0.23778954747544673,0.00033405078766244396,0.1721935766581183,0.015421255480101146,38281.013402871875,1.444988672240573,3.9356489790625147,0.05817463267309703,0.9121472792253279,0.7223971855763791,1.0751055130563152,2.39321022870868,0.7643384614739424,0.1891396089358951,True,0.7040165406761012,0.1285671479572994,4.353724930866394,3.4017894756888327,3-layer
4.7604006435090927e-07,0.38462436934106364,0.1879449488817548,4.7152418722096964e-07,0.14505283517684442,0.0379834103815917,45444.121106607185,1.9624888154735847,6.175216371033003,0.052447371262102846,1.473857903608524,0.8922286652623077,0.4479642844566609,3.363063205403531,0.43751133632811473,0.2959434704231463,True,0.6079263241576969,-1.3469584390234384,5.28709747981849,1.7789318676084074,3-layer
2.2177381748697976e-07,0.33470154876193225,0.20577592475230916,2.8536389516761136e-07,0.09788237787968733,0.029708692241268965,21416.182415170253,0.7597307528301236,6.8843248808003885,0.035468544118125236,0.15105893230024284,0.7017065528203181,0.9703722427447784,2.913063724822641,0.22708622947656013,0.3081368604062439,True,0.7534166733557344,-8.762057984724548,5.457424276042034,2.264658107913163,3-layer
2.4606252773256314e-07,0.18799208122433886,0.19721281659355555,8.802557601892075e-06,0.1852056589770762,0.03983054084894901,9732.708441997202,1.9831773712205196,3.41381066095786,0.05188999667450435,0.6534604254483996,0.6940979998337299,0.3526011800084655,2.193136858396783,0.2085460440076811,0.14938555495042405,True,0.8538082794612563,0.39782521580862573,4.439769759441696,2.786745104929024,3-layer
